time,type,collection_id,priority
571244456538,0,281336019053,100
227106662371,0,278200087203,100
562877311487,0,281295191413,100
334849653315,0,279371105033,100
341949819438,0,279377724870,100
414118522388,0,280164088494,100
428204010508,0,280277272779,100
356525966771,0,279429190733,100
303519398795,0,279095906584,100
210754043958,0,277937650373,100
482931569441,0,280817166811,100
407338336252,0,280139949104,100
306172656460,0,279136748965,100
565100017267,0,281299303125,100
457213563403,0,280504373092,100
47123762367,0,276565938141,100
233715726574,0,278265778582,100
38647550366,0,276503374129,100
428534003660,0,280277481460,100
543501052700,0,281177057154,100
215751455730,0,278028310384,100
97507021034,0,276784420923,100
111947334778,0,277056121123,100
75576449876,0,276722222167,100
203674232439,0,277802279091,100
356989998814,0,279431628116,100
378141099746,0,279774878155,100
104104022482,0,276827198250,100
595757613154,0,281520936002,100
104647976264,0,276830008199,100
269935567473,0,278484688346,100
464506049258,0,280618672698,100
97632294202,0,276784525407,100
125438191828,0,277127008905,100
198731267383,0,277727338287,100
584667353475,0,281443269898,100
35364787948,0,276477041250,100
97559138025,0,276784471066,100
25384815387,0,276419597730,100
570659851669,0,281335685215,100
464347542278,0,280617569760,100
217614750215,0,278052761348,100
564997633367,0,281299212810,100
299805104105,0,279018366929,100
69007306221,0,276692338556,100
584476184057,0,281443147208,100
420891712288,0,280247876124,100
449692797223,0,280425088147,100
126368092667,0,277127878607,100
184331702058,0,277472871719,100
363759377581,0,279536205862,100
241342977843,0,278306862753,100
356494601739,0,279429170840,100
148451306655,0,277275812519,100
25017840587,0,276417435465,100
571247041489,2,281336019053,100
227117595020,2,278200087203,100
562883395171,2,281295191413,100
334902291504,2,279371105033,100
341981189280,2,279377724870,100
414118522430,2,280164088494,100
428204010550,2,280277272779,100
356525966813,2,279429190733,100
303535743199,2,279095906584,100
210754044000,2,277937650373,100
482947389950,2,280817166811,100
407338336294,2,280139949104,100
306172656502,2,279136748965,100
565142167970,2,281299303125,100
457239182768,2,280504373092,100
47123762409,2,276565938141,100
233715726616,2,278265778582,100
38690084608,2,276503374129,100
428561644722,2,280277481460,100
543519482363,2,281177057154,100
215757487013,2,278028310384,100
97534049756,2,276784420923,100
111950993019,2,277056121123,100
75587959500,2,276722222167,100
203674232481,2,277802279091,100
357007658831,2,279431628116,100
378141099788,2,279774878155,100
104131127156,2,276827198250,100
595802645641,2,281520936002,100
104681397751,2,276830008199,100
269959035170,2,278484688346,100
464506049300,2,280618672698,100
97656209083,2,276784525407,100
125444926686,2,277127008905,100
198769081214,2,277727338287,100
584690843973,2,281443269898,100
35392756399,2,276477041250,100
97595474965,2,276784471066,100
25384815429,2,276419597730,100
570697090926,2,281335685215,100
464377132861,2,280617569760,100
217649420833,2,278052761348,100
565020146808,2,281299212810,100
299812186757,2,279018366929,100
69045904184,2,276692338556,100
584507520302,2,281443147208,100
420938302770,2,280247876124,100
449733969418,2,280425088147,100
126368092709,2,277127878607,100
184359600553,2,277472871719,100
363787375139,2,279536205862,100
241396187020,2,278306862753,100
356520274946,2,279429170840,100
148492491550,2,277275812519,100
25066419443,2,276417435465,100
571251273238,3,281336019053,100
227119066626,3,278200087203,100
562885564714,3,281295191413,100
334903413236,3,279371105033,100
341982655369,3,279377724870,100
414119858665,3,280164088494,100
428204155828,3,280277272779,100
356526128205,3,279429190733,100
303536877454,3,279095906584,100
210764512177,3,277937650373,100
482948996299,3,280817166811,100
407338431723,3,280139949104,100
306172873303,3,279136748965,100
565143075947,3,281299303125,100
457248733223,3,280504373092,100
47123865222,3,276565938141,100
233715850689,3,278265778582,100
38691622712,3,276503374129,100
428563474000,3,280277481460,100
543520688996,3,281177057154,100
215782637236,3,278028310384,100
97552832460,3,276784420923,100
111952078414,3,277056121123,100
75608464266,3,276722222167,100
203678710582,3,277802279091,100
357010497592,3,279431628116,100
378141185853,3,279774878155,100
104148951859,3,276827198250,100
595803916902,3,281520936002,100
104704328458,3,276830008199,100
269960119503,3,278484688346,100
464506152016,3,280618672698,100
97684692015,3,276784525407,100
125467396717,3,277127008905,100
198809582562,3,277727338287,100
584692207339,3,281443269898,100
35393961532,3,276477041250,100
97617003188,3,276784471066,100
25384841522,3,276419597730,100
570698067056,3,281335685215,100
464378138789,3,280617569760,100
217650922399,3,278052761348,100
565021485627,3,281299212810,100
299816676582,3,279018366929,100
69047542363,3,276692338556,100
584508659179,3,281443147208,100
420939630102,3,280247876124,100
449735522030,3,280425088147,100
126387721180,3,277127878607,100
184360442023,3,277472871719,100
363788383566,3,279536205862,100
241397257754,3,278306862753,100
356521196054,3,279429170840,100
148511781705,3,277275812519,100
25067974833,3,276417435465,100
562963076681,5,281295191413,100
565201511266,5,281299303125,100
570867945727,5,281335685215,100
565086519370,5,281299212810,100
576310071414,7,281336019053,100
231068902417,7,278200087203,100
339725401582,7,279371105033,100
347349886591,7,279377724870,100
418947822178,7,280164088494,100
433295792948,7,280277272779,100
361554523435,7,279429190733,100
305425659755,7,279095906584,100
213090717059,7,277937650373,100
485078747141,7,280817166811,100
411910166529,7,280139949104,100
310855390171,7,279136748965,100
462068690165,7,280504373092,100
51781931719,7,276565938141,100
238329869398,7,278265778582,100
41439171876,7,276503374129,100
433584728211,7,280277481460,100
548822206787,7,281177057154,100
217487923681,7,278028310384,100
102392037896,7,276784420923,100
116429272712,7,277056121123,100
80911409786,7,276722222167,100
224714745249,7,277802279091,100
360867881718,7,279431628116,100
383177586414,7,279774878155,100
108491138499,7,276827198250,100
600778685219,7,281520936002,100
109783407062,7,276830008199,100
275347331067,7,278484688346,100
470680773063,7,280618672698,100
102709626764,7,276784525407,100
132097166747,7,277127008905,100
202749728705,7,277727338287,100
594610560599,7,281443269898,100
56391035309,7,276477041250,100
102705187434,7,276784471066,100
30681186222,7,276419597730,100
470036296182,7,280617569760,100
223768326827,7,278052761348,100
302265709196,7,279018366929,100
74112475834,7,276692338556,100
594606901814,7,281443147208,100
425538865400,7,280247876124,100
454334159756,7,280425088147,100
132412988784,7,277127878607,100
188763156855,7,277472871719,100
368983410853,7,279536205862,100
246777670355,7,278306862753,100
361553515355,7,279429170840,100
153295035368,7,277275812519,100
30243095155,7,276417435465,100
438023089798,0,280338571240,0
0,0,273535353065,0
559512911676,0,281283097125,0
437964371745,0,280338507117,0
0,0,273535294733,0
0,0,273535327108,0
438027614786,0,280338579309,0
0,0,273535357595,0
0,0,273535285474,0
0,0,261321451700,0
437967291432,0,280338511658,0
437999108820,0,280338536323,0
0,0,276205622612,0
0,0,261321519617,0
0,0,276205624146,0
0,0,261321452122,0
438035333206,0,280338588977,0
438014097344,0,280338553225,0
0,0,275444458367,0
560278174566,0,281284109393,0
494367427512,0,280898299596,0
437949522317,0,280338498039,0
515878190719,0,281023098727,0
0,0,273535358490,0
554996063340,0,281248364387,0
0,0,276205624095,0
437970297394,0,280338513921,0
0,0,275444449589,0
438011463887,0,280338549627,0
0,0,273535286188,0
137741482612,0,277202618919,0
321499601671,0,279219165343,0
0,0,273535318931,0
559386554677,0,281281875895,0
437981938714,0,280338521143,0
437959433541,0,280338503547,0
0,0,273535305668,0
0,0,273535347283,0
0,0,275444444664,0
0,0,261321522835,0
0,0,276205613350,0
0,0,276205613838,0
528052220826,0,281072455159,0
0,0,273535292591,0
0,0,275444479605,0
0,0,273535347818,0
559391067704,0,281281885667,0
437965124523,0,280338507369,0
0,0,261321519876,0
0,0,261321468436,0
0,0,275444450449,0
0,0,273535321861,0
0,0,275444576591,0
50593685818,0,276594121653,0
0,0,261321459362,0
560469459989,0,281284293298,0
0,0,261321490166,0
0,0,261321456545,0
0,0,261321508680,0
0,0,276205623112,0
0,0,276205623507,0
571663721300,0,281336257893,0
560582043679,0,281284429521,0
0,0,275444479424,0
438007470162,0,280338543810,0
438007815341,0,280338544895,0
0,0,273535363824,0
0,0,276205615629,0
0,0,273535358882,0
0,0,276205621982,0
0,0,261321495439,0
0,0,276205612531,0
560587273985,0,281284444404,0
0,0,273535320552,0
437993055184,0,280338530555,0
560574137440,0,281284420766,0
0,0,275444470145,0
0,0,275444485990,0
438034609090,0,280338588274,0
560580933754,0,281284429106,0
0,0,276205614175,0
0,0,273535289543,0
0,0,261321522012,0
438009469693,0,280338547409,0
0,0,261321466040,0
0,0,273535361899,0
0,0,275444481293,0
437948872822,0,280338497780,0
437975606471,0,280338516827,0
0,0,276205614299,0
0,0,276205614002,0
558965027226,0,281271290401,0
0,0,275444576904,0
0,0,276205612816,0
0,0,261321451855,0
0,0,261321522225,0
437974335031,0,280338515897,0
0,0,275444470366,0
0,0,276205615048,0
0,0,276205614940,0
438033381755,0,280338587031,0
0,0,275444449961,0
0,0,261321523290,0
0,0,261321522269,0
0,0,273535290063,0
0,0,275444572238,0
559795691865,0,281283560466,0
0,0,261321503518,0
0,0,261321489548,0
438015200618,0,280338561247,0
0,0,276205618951,0
0,0,261321451813,0
0,0,261321519743,0
0,0,273535359021,0
437952863413,0,280338501199,0
0,0,261321504067,0
0,0,275444576436,0
0,0,276205613604,0
0,0,261321489908,0
554995193567,0,281248364350,0
0,0,273535283289,0
120057496514,0,277095224115,0
0,0,275444456149,0
0,0,273535341061,0
437968936384,0,280338512177,0
437936588569,0,280338491484,0
0,0,273535286441,0
0,0,276205617712,0
0,0,261321488491,0
0,0,275444522927,0
437950607728,0,280338498378,0
0,0,275444449896,0
0,0,261321530401,0
0,0,276205624377,0
0,0,261321498065,0
0,0,274044241135,0
0,0,273535310895,0
437967953131,0,280338511954,0
180132760302,0,277460680407,0
0,0,261321451720,0
0,0,276205612835,0
0,0,276205612508,0
437961841792,0,280338506343,0
0,0,273535339519,0
0,0,273535329322,0
0,0,261321519915,0
0,0,275444447672,0
437945975005,0,280338496940,0
437978797733,0,280338518644,0
0,0,261321529801,0
438005061730,0,280338542405,0
0,0,273535346621,0
560765755705,0,281284610700,0
0,0,276205613231,0
0,0,273535283655,0
0,0,261321489243,0
559235815215,0,281273631105,0
0,0,273535305279,0
558117003890,0,281270241028,0
0,0,261321500466,0
0,0,275444518978,0
560312083698,0,281284132560,0
0,0,273535308657,0
438012967402,0,280338551121,0
559391320511,0,281281885764,0
560469775585,0,281284293596,0
0,0,261321456578,0
438017475754,0,280338562377,0
485335874033,0,280839555257,0
0,0,276205619667,0
0,0,261321477689,0
0,0,276205612721,0
437964773205,0,280338507216,0
558965918179,0,281271290547,0
0,0,276205615107,0
0,0,261321506041,0
0,0,273535333936,0
438004657518,0,280338542159,0
0,0,275444450285,0
560574137402,0,281284420760,0
0,0,275444453933,0
562835855991,0,281295165448,0
0,0,261321503620,0
0,0,275444447257,0
0,0,275444445614,0
0,0,276205617880,0
0,0,273535306266,0
560381642542,0,281284197232,0
437993356018,0,280338530563,0
560574137336,0,281284420752,0
0,0,276205622123,0
0,0,261321475140,0
437988214068,0,280338527198,0
0,0,261321522066,0
437995492329,0,280338534374,0
0,0,276205609032,0
0,0,273535289997,0
0,0,276205622001,0
560585716259,0,281284440921,0
407966627669,0,280144255232,0
559014140662,0,281271340788,0
0,0,273535333319,0
438025720507,0,280338575692,0
0,0,273535316087,0
0,0,275444573923,0
0,0,275444448092,0
0,0,275444443823,0
0,0,275444495814,0
0,0,276205614331,0
558906902284,0,281271235775,0
0,0,273535347619,0
0,0,276205613576,0
0,0,276205624231,0
560577677237,0,281284426352,0
0,0,276205619065,0
0,0,261321529686,0
0,0,273535293563,0
0,0,275444449777,0
0,0,261321465585,0
0,0,261321530410,0
437971681612,0,280338514293,0
0,0,275444486166,0
437979608767,0,280338519267,0
0,0,261321491275,0
0,0,275444449823,0
0,0,273535339774,0
0,0,273535293132,0
0,0,261321508858,0
560297303514,0,281284120475,0
0,0,276205612765,0
0,0,261321441937,0
0,0,273535343474,0
0,0,261321451789,0
66022851316,0,276669843529,0
0,0,275444492458,0
0,0,273535286055,0
0,0,276205619460,0
437969211692,0,280338512213,0
0,0,275444450194,0
437980930065,0,280338520314,0
560312083730,0,281284132565,0
0,0,273535339240,0
0,0,276205619737,0
0,0,261321449226,0
515981196983,0,281023213658,0
438023821143,0,280338571862,0
0,0,276205621930,0
506291900985,0,280965798100,0
0,0,275444485802,0
0,0,276205613637,0
558898883479,0,281271223900,0
0,0,275444576475,0
560297976050,0,281284123034,0
437960393370,0,280338503846,0
0,0,276205613928,0
0,0,4237064586,0
488417359201,0,280866030946,0
560765768714,0,281284610705,0
0,0,261321504672,0
474822919455,0,280736384443,0
0,0,261321522116,0
0,0,273535285752,0
555778128881,0,281253744000,0
437939083702,0,280338492137,0
0,0,273535339995,0
0,0,275444449421,0
558898888271,0,281271223905,0
0,0,261321461578,0
0,0,275444449452,0
559236528365,0,281273633656,0
521422920205,0,281040152876,0
0,0,261321455844,0
0,0,275444495462,0
0,0,261321474982,0
0,0,261321465637,0
0,0,275444485893,0
0,0,275444566936,0
437981185089,0,280338520468,0
0,0,275444477066,0
0,0,261321529031,0
560765226193,0,281284610211,0
0,0,275444519101,0
0,0,273535315177,0
40941166043,0,276518381580,0
90288246388,0,276772999204,0
203376285425,0,277801877166,0
394477275898,0,280040509926,0
62483058663,0,276653972343,0
53550525586,0,276614139315,0
503461373783,0,280949703547,0
206124429038,0,277840398130,0
336847094802,0,279374486213,0
552131681782,0,281234504352,0
177253454494,0,277453849406,0
83055024043,0,276752124635,0
411682143483,0,280157945681,0
174685526134,0,277447074602,0
154994412248,0,277358001658,0
280716976286,0,278642446980,0
238851863049,0,278292343467,0
484105389005,0,280835970545,0
250115719916,0,278384988941,0
192673448384,0,277619967287,0
471571354471,0,280712174663,0
2999916720,0,276310176157,0
285706551302,0,278762463488,0
329623979194,0,279265638477,0
372736617391,0,279682612551,0
293844902618,0,278918518695,0
473329260981,0,280727587643,0
480643255759,0,280794138112,0
20686910673,0,276395761654,0
458973720822,0,280542498212,0
97538018637,0,276784458866,0
57949810879,0,276630877295,0
576029992121,0,281378709401,0
416019948592,0,280209057739,0
541886352977,0,281166173756,0
466066434413,0,280634063181,0
318900466634,0,279192430363,0
233780375963,0,278267825520,0
250741661801,0,278392646241,0
163002547424,0,277404994452,0
494577224553,0,280898550507,0
489652512323,0,280869822995,0
593614364446,0,281512699335,0
302866288144,0,279091518902,0
144977433584,0,277236613436,0
412198449463,0,280159144240,0
318840923530,0,279192376357,0
336916386671,0,279374517524,0
588530989459,0,281477592930,0
356750718211,0,279429374589,0
385242523665,0,279868595286,0
246516024832,0,278329728993,0
161193012528,0,277396266911,0
202450745164,0,277801207943,0
534054266748,0,281111943330,0
156003731331,0,277361915714,0
81828063656,0,276748128193,0
62158511414,0,276651657094,0
183142653170,0,277470953360,0
570054934785,0,281333222897,0
5607085227,0,276312490092,0
302474209279,0,279069115476,0
265864991485,0,278441515397,0
546700180246,0,281195448043,0
439320974590,0,280342862587,0
189937358442,0,277565603332,0
215043507721,0,278026235909,0
71593056931,0,276708530477,0
435775986640,0,280301984993,0
58955905093,0,276636421099,0
66145903738,0,276670933732,0
358404270975,0,279479849421,0
564829264628,0,281299048064,0
368486867959,0,279614053838,0
345974705075,0,279388547420,0
27177205528,0,276430325033,0
33282574457,0,276465120396,0
154196350378,0,277347318472,0
451811261183,0,280438338314,0
265063381508,0,278440307031,0
26540407883,0,276429040123,0
517922758175,0,281027924871,0
439101397758,0,280342500190,0
395611699661,0,280041343131,0
526811617531,0,281067445157,0
598960985530,0,281535773735,0
473478657101,0,280727765822,0
226323716004,0,278199448648,0
449442211760,0,280424053652,0
408095395837,0,280144420148,0
418999899739,0,280243001350,0
426227781292,0,280270006757,0
114659326221,0,277067592230,0
179462266345,0,277459318869,0
455480051785,0,280493487723,0
171124409575,0,277431086290,0
278558237694,0,278628814870,0
54341452259,0,276615322881,0
577360976714,0,281407830003,0
553987300352,0,281244658612,0
485873410907,0,280849436313,0
404954137744,0,280121389047,0
336177023638,0,279373927576,0
543705985968,0,281177273179,0
548450014664,0,281213811921,0
235639682679,0,278276228293,0
197564718338,0,277726485719,0
94415661315,0,276778603573,0
42245242515,0,276530856133,0
563010193747,0,281295320388,0
498116330997,0,280924578632,0
73977901135,0,276719818644,0
211412741983,0,277938262474,0
52561182034,0,276610821945,0
297095230148,0,278969004098,0
101191617012,0,276807588810,0
207882182693,0,277888930873,0
408592411161,0,280145759699,0
151354121961,0,277306072512,0
428594601908,0,280277501936,0
172933597030,0,277438511757,0
76975394729,0,276731151774,0
444006249547,0,280357646973,0
343315713486,0,279382763313,0
137635497723,0,277201514882,0
505299004820,0,280961743483,0
257903894371,0,278415527642,0
183742966023,0,277472411800,0
476830757812,0,280753243720,0
11078616882,0,276321504479,0
152345159688,0,277318023293,0
503795759799,0,280954126055,0
370288858435,0,279658052749,0
116482673183,0,277079111643,0
320697143725,0,279206552300,0
199315170533,0,277736773080,0
363885793565,0,279536271004,0
502010948351,0,280940678782,0
224036653437,0,278164754579,0
195232025605,0,277670564674,0
505986683515,0,280963352368,0
1921183638,0,276307481437,0
218681495565,0,278053681651,0
169374173726,0,277425216928,0
110662573142,0,277046856329,0
330881400398,0,279356505906,0
332661987066,0,279363883075,0
6644333787,0,276315020045,0
12115478763,0,276328344784,0
128661061867,0,277138073112,0
234644832839,0,278274459213,0
448335944312,0,280419412658,0
79375129593,0,276742195563,0
36235887928,0,276485537584,0
399159047471,0,280093087154,0
18859842553,0,276379032257,0
240048734333,0,278304430772,0
410617894708,0,280154203232,0
17100635530,0,276363323134,0
555749462552,0,281253738255,0
11661035627,0,276323840743,0
42790839562,0,276535091229,0
510831251209,0,280992928039,0
424953999486,0,280266118010,0
512407064288,0,281004887419,0
128975341175,0,277142469138,0
264039376314,0,278435683363,0
354823917453,0,279425206296,0
112854799241,0,277057012040,0
259116812479,0,278417671451,0
353218633816,0,279416313660,0
44648766647,0,276547798444,0
87221568725,0,276763504014,0
350440068488,0,279404351195,0
334415356595,0,279368813714,0
268099034583,0,278479159532,0
38643421933,0,276503373692,0
219155232321,0,278057136198,0
277703511253,0,278603248989,0
47115572592,0,276565929685,0
39111355094,0,276505577236,0
133538188828,0,277163319379,0
318256753266,0,279190827946,0
94906475098,0,276780815489,0
507068309677,0,280973367330,0
88456947886,0,276767460409,0
118284034592,0,277085681999,0
294845213174,0,278922386231,0
300212122440,0,279018663829,0
186263098354,0,277480020518,0
371140356742,0,279659523082,0
194448961406,0,277663611419,0
351284358373,0,279407277269,0
410342987578,0,280151016112,0
211975009624,0,277938814260,0
379787289538,0,279792355071,0
130792837941,0,277149904324,0
457283257037,0,280505402409,0
21108462906,0,276401896650,0
369299679406,0,279615603082,0
75788836235,0,276725396377,0
501675335028,0,280940414985,0
35402920632,0,276477052697,0
99844704330,0,276792353845,0
74726169247,0,276720433856,0
121804264707,0,277098994537,0
315190624036,0,279173840420,0
240640987135,0,278306188755,0
337920848725,0,279375105109,0
553889138155,0,281244608306,0
435569629287,0,280301815896,0
317039243871,0,279190189645,0
271754355354,0,278486508008,0
341568634039,0,279377594006,0
333314093241,0,279364263095,0
289915799086,0,278827515050,0
485782915839,0,280849284537,0
397745940040,0,280085462046,0
464470085537,0,280618626749,0
176524855094,0,277453145512,0
148698632497,0,277277052960,0
412358636792,0,280159239545,0
253678015317,0,278405342650,0
256090104284,0,278411619291,0
451952242441,0,280445441388,0
112033743825,0,277056175763,0
112425721480,0,277056477311,0
107062099214,0,276851861664,0
157771758656,0,277380144470,0
229925135179,0,278208456858,0
360301697823,0,279496208276,0
408769941407,0,280145898039,0
290248195335,0,278842821485,0
453716906186,0,280459486932,0
114213692992,0,277066257602,0
89043947905,0,276770010818,0
277133975455,0,278585991421,0
360244309393,0,279495143339,0
231127360622,0,278210833013,0
210164774800,0,277936095654,0
507292327986,0,280973716300,0
415858011632,0,280190977193,0
29688641718,0,276444534570,0
117380079170,0,277080015973,0
365682953546,0,279573324229,0
244318319865,0,278322940298,0
591683245154,0,281499443142,0
593491652052,0,281512631936,0
566907095166,0,281314869521,0
345087322661,0,279385942733,0
95718625893,0,276781587040,0
363877383798,0,279536270277,0
519626673639,0,281033880954,0
393761164859,0,280035038084,0
320733550854,0,279206590732,0
236395797772,0,278277854400,0
197037361617,0,277722170859,0
181289113547,0,277464872841,0
487532551052,0,280854166642,0
550285298512,0,281228165546,0
428331712553,0,280277351492,0
64307955191,0,276661341967,0
89543149252,0,276771365999,0
588033301323,0,281470845037,0
568447485658,0,281327690357,0
403355849189,0,280113399973,0
604489903608,0,281566093510,0
398011756813,0,280087545281,0
460865808364,0,280577447328,0
516158902045,0,281025452416,0
267660897773,0,278448659542,0
195822088080,0,277672051133,0
57157877632,0,276629382846,0
591836135757,0,281507564058,0
141590969287,0,277224574362,0
217361225103,0,278051458729,0
22897326731,0,276404733880,0
543039126904,0,281176770635,0
462614778321,0,280580552027,0
134410183453,0,277184950234,0
571892379246,0,281339379511,0
314137298074,0,279172725868,0
275914545584,0,278585047371,0
414956516641,0,280167544191,0
238527994188,0,278291012779,0
572423349350,0,281358681895,0
145290824291,0,277236957515,0
114051103172,0,277066142493,0
225422768647,0,278198497667,0
310211890929,0,279157432417,0
358819703913,0,279480156829,0
349283634540,0,279397403304,0
143107925051,0,277230059941,0
177288402789,0,277453906218,0
714384401,0,276305926059,0
35060081309,0,276472944026,0
125257661872,0,277126765793,0
387610385467,0,279910572722,0
467107054533,0,280640900612,0
366338949608,0,279575689408,0
353329665372,0,279416443271,0
59377251844,0,276638676923,0
665824107,0,276303893685,0
319287555015,0,279204706285,0
293901489473,0,278919551555,0
144990264252,0,277236624420,0
202273048057,0,277801086033,0
423512498861,0,280259313632,0
256093132075,0,278411621454,0
457232053642,0,280504386626,0
79918397477,0,276743549907,0
369633390924,0,279635812828,0
436331017512,0,280302358423,0
565842135547,0,281305801426,0
337308524909,0,279374691020,0
216005558758,0,278030721092,0
546097194712,0,281190936326,0
0,0,276294533715,0
67193098831,0,276681786056,0
411058852402,0,280155480526,0
384476109639,0,279866198262,0
465284231037,0,280625491882,0
460935328424,0,280577459760,0
425603214692,0,280268642083,0
553906039164,0,281244613636,0
407363516631,0,280139965352,0
88964994411,0,276769926724,0
56478857146,0,276624130126,0
159207699274,0,277391542314,0
42311883698,0,276532893689,0
162492051208,0,277398620506,0
428820417020,0,280278684058,0
13263510019,0,276335052937,0
153460540301,0,277326842631,0
531596574426,0,281092605914,0
263376464016,0,278431836160,0
560388992608,0,281284202351,0
120638048134,0,277096712579,0
221881992327,0,278112098748,0
303135960089,0,279093641693,0
283297354256,0,278718603764,0
459425623544,0,280543651721,0
218624013509,0,278053646813,0
578895971893,0,281413222883,0
407350610975,0,280139955764,0
209288895206,0,277891427402,0
146467397483,0,277257822341,0
263226919837,0,278431730269,0
427411231888,0,280272642431,0
185895377193,0,277479725601,0
454280555875,0,280468762489,0
520357209310,0,281036386132,0
469374372326,0,280676069350,0
410902889940,0,280154407360,0
24308320554,0,276414188456,0
369505936382,0,279615700492,0
513501050768,0,281007699515,0
299211545044,0,279017740047,0
64914006215,0,276665891593,0
382389395864,0,279842015456,0
142767281105,0,277228740016,0
104987010546,0,276830452043,0
265296792349,0,278440765533,0
1449000925,0,276306240949,0
57846566915,0,276630820722,0
50995438385,0,276600264112,0
155294202041,0,277359287289,0
582129588803,0,281423616783,0
270446409890,0,278485329141,0
430785509507,0,280287805315,0
308984100335,0,279138521415,0
22411244626,0,276404467205,0
48808866442,0,276581578664,0
88142273764,0,276767221151,0
310050515736,0,279156359938,0
43348301150,0,276541331478,0
72498386455,0,276715464087,0
568395410950,0,281327643871,0
373145918487,0,279685936398,0
421804696758,0,280252438516,0
104920789501,0,276830384158,0
396363600086,0,280075845317,0
173327712682,0,277442729742,0
331583355768,0,279360030268,0
97025494568,0,276784006072,0
344234933503,0,279384257994,0
601247599999,0,281550279994,0
148020237447,0,277274384140,0
241814217483,0,278310255522,0
459050332882,0,280543552025,0
452704257074,0,280454913734,0
166319705230,0,277416711636,0
239986510954,0,278303376947,0
214909985089,0,278024073791,0
340790300544,0,279376921415,0
299547522893,0,279018062441,0
565778786023,0,281304756951,0
112251477643,0,277056339910,0
54387650216,0,276615329703,0
403815950690,0,280115694023,0
323070859513,0,279230182053,0
184302765481,0,277472849650,0
337170129623,0,279374650894,0
461406039261,0,280579893081,0
42829651074,0,276535098882,0
438023089807,2,280338571240,0
0,2,273535353065,0
559512911682,2,281283097125,0
437964371750,2,280338507117,0
0,2,273535294733,0
0,2,273535327108,0
438027614791,2,280338579309,0
0,2,273535357595,0
0,2,273535285474,0
0,2,261321451700,0
437967291438,2,280338511658,0
437999108827,2,280338536323,0
0,2,276205622612,0
0,2,261321519617,0
0,2,276205624146,0
0,2,261321452122,0
438035333213,2,280338588977,0
438014097349,2,280338553225,0
0,2,275444458367,0
560278174572,2,281284109393,0
494367427518,2,280898299596,0
437949522322,2,280338498039,0
515878190725,2,281023098727,0
0,2,273535358490,0
554996063346,2,281248364387,0
0,2,276205624095,0
437970297399,2,280338513921,0
0,2,275444449589,0
438011463894,2,280338549627,0
0,2,273535286188,0
137741482618,2,277202618919,0
321499601677,2,279219165343,0
0,2,273535318931,0
559386554683,2,281281875895,0
437981938719,2,280338521143,0
437959433547,2,280338503547,0
0,2,273535305668,0
0,2,273535347283,0
0,2,275444444664,0
0,2,261321522835,0
0,2,276205613350,0
0,2,276205613838,0
528052220832,2,281072455159,0
0,2,273535292591,0
0,2,275444479605,0
0,2,273535347818,0
559391067710,2,281281885667,0
437965124527,2,280338507369,0
0,2,261321519876,0
0,2,261321468436,0
0,2,275444450449,0
0,2,273535321861,0
0,2,275444576591,0
50593685823,2,276594121653,0
0,2,261321459362,0
560469459995,2,281284293298,0
0,2,261321490166,0
0,2,261321456545,0
0,2,261321508680,0
0,2,276205623112,0
0,2,276205623507,0
571663721306,2,281336257893,0
560582043685,2,281284429521,0
0,2,275444479424,0
438007470169,2,280338543810,0
438007815345,2,280338544895,0
0,2,273535363824,0
0,2,276205615629,0
0,2,273535358882,0
0,2,276205621982,0
0,2,261321495439,0
0,2,276205612531,0
560587273991,2,281284444404,0
0,2,273535320552,0
437993055190,2,280338530555,0
560574137446,2,281284420766,0
0,2,275444470145,0
0,2,275444485990,0
438034609095,2,280338588274,0
560580933760,2,281284429106,0
0,2,276205614175,0
0,2,273535289543,0
0,2,261321522012,0
438009469697,2,280338547409,0
0,2,261321466040,0
0,2,273535361899,0
0,2,275444481293,0
437948872827,2,280338497780,0
437975606475,2,280338516827,0
0,2,276205614299,0
0,2,276205614002,0
